,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,latitude,longitude,onmousedown,query,snippet,source,sponsored,state,stations,url
2,Memphis,Pro-Tek Consulting,US,"Mon, 07 Nov 2016 14:54:28 GMT",false,"Memphis, TN","Memphis, TN",11 days ago,true,afb885fc5c35166b,Data Scientist (Only GCs or Citizens),35.14835,-90.04395,"indeed_clk(this,'211');",data+scientist,"Solid background in data science with hands-on knowledge on all the latest data analysis techniques including neural networks, regression, clustering, text...",Indeed,false,TN,,http://www.indeed.com/viewjob?jk=afb885fc5c35166b&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
3,San Francisco,Chartboost,US,"Tue, 30 Aug 2016 16:53:16 GMT",false,"San Francisco, CA","San Francisco, CA",30+ days ago,true,aa91ff374bf2babf,Data Scientist,37.774727,-122.41758,"indeed_clk(this,'211');",data+scientist,We are seeking an experienced Data Scientist to help build statistical models from Chartboost and third party data to improve the relevance of mobile ads shown...,Chartboost,false,CA,,http://www.indeed.com/viewjob?jk=aa91ff374bf2babf&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
4,Alexandria,Booz Allen Hamilton,US,"Thu, 06 Oct 2016 20:22:01 GMT",false,"Alexandria, VA","Alexandria, VA",30+ days ago,false,32b610bb822b811f,Data Scientist / Curator,38.802197,-77.04395,"indeed_clk(this,'211');",data+scientist,"Serve as an experienced, forward-thinking, and innovative data scientist, curating data in support of a spatial temporal data analysis R&amp;D mission for a...",Booz Allen Hamilton,false,VA,,http://www.indeed.com/viewjob?jk=32b610bb822b811f&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
5,Chantilly,Aspiration Software LLC,US,"Mon, 07 Nov 2016 05:48:45 GMT",false,"Chantilly, VA","Chantilly, VA",11 days ago,false,1a1fcde1a906c302,Data Scientist TS/SCI (With Poly) Required,38.892857,-77.42857,"indeed_clk(this,'211');",data+scientist,"The contractor's responsibilities shall include development of new functional software modules within the content analytics framework, maintenance, enhancement,...",Aspiration Software LLC,false,VA,,http://www.indeed.com/viewjob?jk=1a1fcde1a906c302&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
6,New York,IBM Kenexa,US,"Wed, 19 Oct 2016 12:09:12 GMT",false,"New York, NY","New York, NY",30 days ago,false,b5f58fbf149f40cc,Data Scientist,40.71154,-74.00549,"indeed_clk(this,'211');",data+scientist,"The Weather Company, an IBM Business, is seeking a Data Scientist. Identify data partners, both internal and external, to gather the data to build the best in...",IBM Kenexa,false,NY,,http://www.indeed.com/viewjob?jk=b5f58fbf149f40cc&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
7,Sunnyvale,Jetlore,US,"Sun, 02 Oct 2016 06:07:13 GMT",false,"Sunnyvale, CA","Sunnyvale, CA",30+ days ago,true,d9b972331b8e1c04,​Data Scientist,37.368134,-122.03297,"indeed_clk(this,'211');",data+scientist,We are looking for an exceptional data scientist who is excited to work on challenging problems involving massive amount of data....,Jetlore,false,CA,,http://www.indeed.com/viewjob?jk=d9b972331b8e1c04&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
8,Johnston,DuPont,US,"Wed, 19 Oct 2016 06:23:21 GMT",false,"Johnston, IA","Johnston, IA",30 days ago,false,93f9939a04ee8c33,Data Scientist,41.67033,-93.69231,"indeed_clk(this,'211');",data+scientist,"We seek a strong data scientist with a background in math, statistics, machine learning and scientific computing to join our team....",DuPont,false,IA,,http://www.indeed.com/viewjob?jk=93f9939a04ee8c33&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
9,Seattle,JustEnough,US,"Thu, 17 Nov 2016 04:02:45 GMT",false,"Seattle, WA","Seattle, WA",1 day ago,false,95f8fc460520e97b,Data Scientist Developer,47.604397,-122.32967,"indeed_clk(this,'211');",data+scientist,"Data Scientist Developer. We are looking for a Data Scientist Developer that will help us discover the information hidden in vast amounts of data, and help us...",JustEnough,false,WA,,http://www.indeed.com/viewjob?jk=95f8fc460520e97b&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
10,Austin,Samsung,US,"Thu, 17 Nov 2016 04:13:13 GMT",false,"Austin, TX","Austin, TX 78754",1 day ago,false,ba7b0b51b7effc89,Data Scientist - Developer,30.374666,-97.638,"indeed_clk(this,'211');",data+scientist,"Data Scientist who will perform duties such as:. Develop SAS programs to advance factory metrics (Cost, Yield and Output) • Prepare new data sources for machine...",Samsung,false,TX,,http://www.indeed.com/viewjob?jk=ba7b0b51b7effc89&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
11,Austin,"Samsung Austin Semiconductor, LLC",US,"Thu, 17 Nov 2016 04:00:23 GMT",false,"Austin, TX","Austin, TX 78754",1 day ago,false,535028bd22f2059a,Data Scientist - Developer,30.374666,-97.638,"indeed_clk(this,'211');",data+scientist,Data Scientist who will perform duties such as:. Prepare new data sources for machine learning / Implement learnings from the data....,Samsung,false,TX,,http://www.indeed.com/viewjob?jk=535028bd22f2059a&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
12,Mountain View,Adara Media Inc,US,"Tue, 13 Sep 2016 17:20:02 GMT",false,"Mountain View, CA","Mountain View, CA",30+ days ago,false,d04ef13f38e57c5d,Data Scientist,37.384617,-122.08242,"indeed_clk(this,'211');",data+scientist,"ADARA leverages global proprietary travel data to deliverincreased business performance through their innovative platform, andexceptional team....",Adara Media Inc,false,CA,,http://www.indeed.com/viewjob?jk=d04ef13f38e57c5d&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
13,Palo Alto,Groupon,US,"Mon, 19 Sep 2016 21:58:29 GMT",false,"Palo Alto, CA","Palo Alto, CA 94306",30+ days ago,false,9b19f74d40ff072f,"Senior Data Scientist, Text Mining",37.425167,-122.13623,"indeed_clk(this,'211');",data+scientist,"This is not just a classic Data Science research position! Create features that can be used by other data science teams that capture merchant characteristics,...",Groupon,false,CA,,http://www.indeed.com/viewjob?jk=9b19f74d40ff072f&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
14,Carlsbad,ZitoVault,US,"Sun, 06 Nov 2016 20:46:26 GMT",false,"Carlsbad, CA","Carlsbad, CA",12 days ago,true,e257331fcdbaa68a,Cybersecurity Data Scientist,33.156593,-117.34615,"indeed_clk(this,'211');",data+scientist,"Cybersecurity Data Scientist. Data analytics, artificial intelligence, machine Learning, and big data. The Cybersecurity Data Scientist will report to the...",ZitoVault,false,CA,,http://www.indeed.com/viewjob?jk=e257331fcdbaa68a&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
15,Natick,Booz Allen Hamilton,US,"Wed, 19 Oct 2016 01:10:26 GMT",false,"Natick, MA","Natick, MA 01760",30 days ago,false,8ddc813ab6f21aa3,Data Scientist,42.299656,-71.352234,"indeed_clk(this,'211');",data+scientist,"Prepare for data collection, collect data, validate data, perform data analysis, create statistical or mathematical models, including industrial engineering...",Booz Allen Hamilton,false,MA,,http://www.indeed.com/viewjob?jk=8ddc813ab6f21aa3&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
16,Midland,The Dow Chemical Company,US,"Wed, 12 Oct 2016 19:18:33 GMT",false,"Midland, MI","Midland, MI",30+ days ago,false,3b53352e17355438,Advanced Analytics Data Scientist,43.615383,-84.24176,"indeed_clk(this,'211');",data+scientist,"Advanced Analytics Data Scientist. The Dow Chemical Company has an opening for an Advanced Analytics Data Scientist located in Midland, MI....",The Dow Chemical Company,false,MI,,http://www.indeed.com/viewjob?jk=3b53352e17355438&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
17,Los Gatos,Netflix,US,"Sun, 13 Nov 2016 07:21:05 GMT",false,"Los Gatos, CA","Los Gatos, CA",5 days ago,false,f409038e1c3a4e48,Senior Data Scientist - Machine Learning Research,37.225273,-121.97253,"indeed_clk(this,'211');",data+scientist,"As a senior data scientist, you will:. Proven track record of leveraging large amounts of data to solve real-world problems....",Netflix,false,CA,,http://www.indeed.com/viewjob?jk=f409038e1c3a4e48&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
18,Los Gatos,Netflix,US,"Sun, 13 Nov 2016 07:21:01 GMT",false,"Los Gatos, CA","Los Gatos, CA",5 days ago,false,fc86470b6fbcf8ed,Senior Data Scientist - Growth Experimentation and Modeling,37.225273,-121.97253,"indeed_clk(this,'211');",data+scientist,Strong data visualizations skills to convey information and results clearly. Proactively perform data exploration on user behavior to discover future testing...,Netflix,false,CA,,http://www.indeed.com/viewjob?jk=fc86470b6fbcf8ed&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
19,Los Gatos,Netflix,US,"Thu, 22 Sep 2016 10:18:37 GMT",false,"Los Gatos, CA","Los Gatos, CA",30+ days ago,false,81b9bd9920224876,Senior Data Scientist - Real Time Analytics,37.225273,-121.97253,"indeed_clk(this,'211');",data+scientist,"Experience with data stream mining techniques. You'll create anomaly detection models on top of large scale, multidimensional, real-time streaming and batch...",Netflix,false,CA,,http://www.indeed.com/viewjob?jk=81b9bd9920224876&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
20,Buckley AFB,Riverside Research,US,"Tue, 18 Oct 2016 21:41:12 GMT",false,"Buckley AFB, CO","Buckley AFB, CO",30+ days ago,false,c3098732bafd18f8,Data Scientist,39.70879,-104.75824,"indeed_clk(this,'211');",data+scientist,"Experience with data science algorithms, common data science coding languages (e.g. Communicate complex data analysis results;...",Riverside Research,false,CO,,http://www.indeed.com/viewjob?jk=c3098732bafd18f8&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
21,San Francisco,Metromile,US,"Tue, 18 Oct 2016 21:11:37 GMT",false,"San Francisco, CA","San Francisco, CA",30+ days ago,true,23e0316cdef7c903,Data Scientist,37.774727,-122.41758,"indeed_clk(this,'211');",data+scientist,"Work on data analysis and predictive modeling of sensor data collected from the car and mobile phones (GPS, accelerometer, gyroscope, etc.)....",MetroMile,false,CA,,http://www.indeed.com/viewjob?jk=23e0316cdef7c903&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
22,Charleston,Soteria,US,"Sun, 06 Nov 2016 10:42:06 GMT",false,"Charleston, SC","Charleston, SC",12 days ago,false,2aea30bd17b06a43,Big Data Scientist,32.774727,-79.92857,"indeed_clk(this,'211');",data+scientist,Soteria is looking for a Data Scientist that will be building the next generation of incident and event management platforms....,Soteria,false,SC,,http://www.indeed.com/viewjob?jk=2aea30bd17b06a43&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
23,New York,KOCH MINERALS,US,"Tue, 18 Oct 2016 10:25:19 GMT",false,"New York, NY","New York, NY",30+ days ago,false,b275c8c6e3780214,Data Scientist,40.71154,-74.00549,"indeed_clk(this,'211');",data+scientist,"Use industry technologies, tools and data mining frameworks for data analytics including data visualization for analyzing, optimizing, developing hypothesis and...","Koch Industries, Inc.",false,NY,,http://www.indeed.com/viewjob?jk=b275c8c6e3780214&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
24,Whitehouse Station,Chubb,US,"Fri, 11 Nov 2016 01:33:45 GMT",false,"Whitehouse Station, NJ","Whitehouse Station, NJ",7 days ago,false,ae293b338cd567d2,Data Scientist,40.612637,-74.76923,"indeed_clk(this,'211');",data+scientist,"Including data transformation operations such as dataset merging, data. Exploratory data analysis. Data and mathematical/statistical models....",Chubb,false,NJ,,http://www.indeed.com/viewjob?jk=ae293b338cd567d2&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KFGZMk0vjHpl9smYAYbPlRiptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp0026af178a1
0,,TopTal,US,"Tue, 18 Oct 2016 08:14:04 GMT",false,United States,United States,30+ days ago,false,ff1e60581e7db6b5,Data Scientist,,,"indeed_clk(this,'1161');",data+scientist,"As a Data Scientist on our Analytics Team, you will be working with our team to model complex problems, discover actionable business insights, and identify high...",Toptal,false,,,http://www.indeed.com/viewjob?jk=ff1e60581e7db6b5&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
1,Johnston,DuPont,US,"Fri, 18 Nov 2016 20:28:15 GMT",false,"Johnston, IA","Johnston, IA",2 hours ago,false,0c9e28dc6a62fbf8,Data Scientist Intern,41.67033,-93.69231,"indeed_clk(this,'1161');",data+scientist,"Interest in High Performance Computing and Big Data architectures. High dimensional data analysis (p &gt; n, dimensional reduction, etc.)....",DuPont,false,IA,,http://www.indeed.com/viewjob?jk=0c9e28dc6a62fbf8&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
2,Weston,Teva Pharmaceuticals,US,"Tue, 18 Oct 2016 00:26:26 GMT",false,"Weston, FL","Weston, FL",30+ days ago,false,ae4fe944746f46db,Data Scientist,26.098902,-80.39561,"indeed_clk(this,'1161');",data+scientist,Experience acquiring data from various systems. Expertise in data visualization with tools like Tableau or Qlik....,Teva Pharmaceuticals,false,FL,,http://www.indeed.com/viewjob?jk=ae4fe944746f46db&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
3,St. Louis,MONSANTO,US,"Sat, 05 Nov 2016 13:23:17 GMT",false,"St. Louis, MO","St. Louis, MO",13 days ago,false,db44e04f9b937757,Data Scientist - Geospatial,38.626373,-90.1978,"indeed_clk(this,'1161');",data+scientist,Monsanto has an opportunity available for a Geospatial Data Scientist to join our Global IT Analytics team within the Products and Engineering organization in...,Monsanto,false,MO,,http://www.indeed.com/viewjob?jk=db44e04f9b937757&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
4,Baltimore,WhiteHawk Inc.,US,"Mon, 17 Oct 2016 17:41:30 GMT",false,"Baltimore, MD","Baltimore, MD",30+ days ago,true,13946ab14873e0e5,Data Scientist,39.28846,-76.60989,"indeed_clk(this,'1161');",data+scientist,"As a WhiteHawk Data Scientist, you will…. As a Data Scientist with WhiteHawk you will have…. Understanding of machine learning, data mining, or data...",Indeed,false,MD,,http://www.indeed.com/viewjob?jk=13946ab14873e0e5&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
5,Seattle,Pacific Northwest National Laboratory,US,"Mon, 10 Oct 2016 18:39:40 GMT",false,"Seattle, WA","Seattle, WA",30+ days ago,false,7b7251537d5b1096,Data Scientist - Applied Machine Learning,47.604397,-122.32967,"indeed_clk(this,'1161');",data+scientist,"Agenciesâ€™ data problems\. Data Science &amp; Analytics. A core capability is the delivery of at\-scale systems to identify, collect, distill, represent, organize,...",Pacific Northwest National Laboratory,false,WA,,http://www.indeed.com/viewjob?jk=7b7251537d5b1096&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
6,Philadelphia,University of Pennsylvania,US,"Wed, 16 Nov 2016 10:42:07 GMT",false,"Philadelphia, PA","Philadelphia, PA",2 days ago,false,c065355d178c4fda,DATA SCIENTIST NAVIGATOR,39.95055,-75.15934,"indeed_clk(this,'1161');",data+scientist,"Key services to coordinate include clinical data access, data cleaning and quality control, and the use of artificial intelligence (AI), machine learning (ML),...",University of Pennsylvania,false,PA,,http://www.indeed.com/viewjob?jk=c065355d178c4fda&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
7,New York,"Snap Interactive, Inc.",US,"Thu, 10 Nov 2016 20:39:03 GMT",false,"New York, NY","New York, NY",8 days ago,false,71acf2af1921eb7b,Senior Business Intelligence/ Data Scientist,40.71154,-74.00549,"indeed_clk(this,'1161');",data+scientist,"Ability to present complicated data and models. Strong knowledge of algorithms, data structures and machine learning....","Snap Interactive, Inc.",false,NY,,http://www.indeed.com/viewjob?jk=71acf2af1921eb7b&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
8,Cleveland,IBM,US,"Sat, 08 Oct 2016 03:14:54 GMT",false,"Cleveland, OH","Cleveland, OH",30+ days ago,false,e273f7fa92b4dfe3,"Watson Health - Data Scientist, Implementation - Explorys",41.497253,-81.69231,"indeed_clk(this,'1161');",data+scientist,"The Data Scientist with Data Implementation specialty is responsible for serving as a first line of triage for any customer-facing issues, and effectively...",IBM,false,OH,,http://www.indeed.com/viewjob?jk=e273f7fa92b4dfe3&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
9,Palo Alto,CHEP,US,"Thu, 27 Oct 2016 04:16:59 GMT",false,"Palo Alto, CA","Palo Alto, CA 94303",22 days ago,false,2a6da853a0006f23,Data Scientist,37.447803,-122.12088,"indeed_clk(this,'1161');",data+scientist,"Use predictive modeling, statistics, data mining, and other data analysis techniques to collect, explore, and extract insights from very large scale structured...",CHEP,false,CA,,http://www.indeed.com/viewjob?jk=2a6da853a0006f23&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
10,Irvine,First Direct Lending,US,"Fri, 04 Nov 2016 20:41:42 GMT",false,"Irvine, CA","Irvine, CA",14 days ago,false,5409af3857e8c271,Marketing Data Scientist,33.667583,-117.81868,"indeed_clk(this,'1161');",data+scientist,Monitor and govern lead flow processes to ensure data integrity. Collect &amp; Analyze marketing campaign data and provide actionable insights and recommendations...,First Direct Lending,false,CA,,http://www.indeed.com/viewjob?jk=5409af3857e8c271&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
11,Bethesda,United Educators,US,"Fri, 28 Oct 2016 08:44:33 GMT",false,"Bethesda, MD","Bethesda, MD 20814",21 days ago,false,cf54c038b4facf80,Data Scientist,38.98662,-77.09552,"indeed_clk(this,'1161');",data+scientist,Seek out and explore new relevant data sources. Cleanse and wrangle raw data from diverse sources to prepare for analysis....,United Educators,false,MD,,http://www.indeed.com/viewjob?jk=cf54c038b4facf80&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
12,Philadelphia,Children's Hospital of Philadelphia,US,"Wed, 26 Oct 2016 04:47:06 GMT",false,"Philadelphia, PA","Philadelphia, PA 19104",23 days ago,false,65c44f9fe93cfa7a,Research Data Analyst,39.96154,-75.1978,"indeed_clk(this,'1161');",data+scientist,Performing data discovery and data pulls. Cleaning and integrating data into a SQL data warehouse....,Children's Hospital of Philadelphia,false,PA,,http://www.indeed.com/viewjob?jk=65c44f9fe93cfa7a&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
13,San Francisco,AdRoll,US,"Tue, 15 Nov 2016 20:07:13 GMT",false,"San Francisco, CA","San Francisco, CA 94103",3 days ago,false,f6ac7915802befc9,"Data Scientist, Optimization",37.78171,-122.40838,"indeed_clk(this,'1161');",data+scientist,Link or attachment of code you’ve written related to a recent data analysis. You are comfortable working with AdRoll’s large data set and possess the ability to...,Adroll,false,CA,,http://www.indeed.com/viewjob?jk=f6ac7915802befc9&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
14,Palo Alto,Sigmaways,US,"Sat, 05 Nov 2016 09:30:15 GMT",false,"Palo Alto, CA","Palo Alto, CA",13 days ago,true,ab70cb0e94e1e9be,Sr. Data Scientist,37.43956,-122.14286,"indeed_clk(this,'1161');",data+scientist,"Unsupervised feature learning, streaming data analysis, temporal data analytics, multi-modal and heterogeneous data analysis....",Sigmaways,false,CA,,http://www.indeed.com/viewjob?jk=ab70cb0e94e1e9be&qd=LsVW8c0iEXRzkb9K4S0ffamBYu_x_hMniBdnXt78vi0_wHkwQrCdt91k9_FLudNYMlkHegqyCpRRHufrX2C9KPNx6eYGm5te5G4QqHtI92uptQI94s5DsPOzRyYMc52A&indpubnum=9207766499679789&atk=1b1sp00vrah909h1
