,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,latitude,longitude,onmousedown,query,snippet,source,sponsored,state,stations,url
18,New York,Freshly,US,"Mon, 31 Oct 2016 19:52:52 GMT",false,"New York, NY","New York, NY",18 days ago,false,b387978bccc1eeb1,Product Data Analyst,40.71154,-74.00549,"indeed_clk(this,'4708');",data+analyst,"Freshly is looking for a data analyst who is curious, analytical, and collaborative as you will serve as bridge between the product team and the stakeholders we...",Freshly,false,NY,,http://www.indeed.com/viewjob?jk=b387978bccc1eeb1&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-U4ZKYzYQWtpIspb4-hAHFWDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1v1l50kmbe5
19,New Orleans,Louisiana Office of Public Health-STD/HIV Program,US,"Fri, 18 Nov 2016 16:49:26 GMT",false,"New Orleans, LA","New Orleans, LA",5 hours ago,true,0cb5db06cf601a17,Data Analyst,29.953297,-90.07143,"indeed_clk(this,'4708');",data+analyst,"Surv Data Analyst in subject line. Duties include HIV data analysis, data management and quality control, assisting with deduplicating cases between states,...",Indeed,false,LA,,http://www.indeed.com/viewjob?jk=0cb5db06cf601a17&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-U4ZKYzYQWtpIspb4-hAHFWDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1v1l50kmbe5
20,Pleasanton,Workday,US,"Thu, 22 Sep 2016 18:22:37 GMT",false,"Pleasanton, CA","Pleasanton, CA 94588",30+ days ago,false,141e1774c91cef06,Marketing Data Analyst,37.694153,-121.9215,"indeed_clk(this,'4708');",data+analyst,"Perform and document data analysis, data validation, and data mapping/design, by accessing multiple sources, specifically data residing in the data warehouse....",Workday,false,CA,,http://www.indeed.com/viewjob?jk=141e1774c91cef06&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-U4ZKYzYQWtpIspb4-hAHFWDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1v1l50kmbe5
21,San Diego,ENCORE CAPITAL GROUP,US,"Fri, 18 Nov 2016 14:13:43 GMT",false,"San Diego, CA","San Diego, CA",8 hours ago,false,59a89b07aebfbd3f,Data Analyst,32.714287,-117.15385,"indeed_clk(this,'4708');",data+analyst,"The Data Analyst is primarily responsible for using data extraction tools such as IBM iSeries, SAS, MS Access, and Excel to implement various collections and/or...",Encore Capital Group,false,CA,,http://www.indeed.com/viewjob?jk=59a89b07aebfbd3f&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-U4ZKYzYQWtpIspb4-hAHFWDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1v1l50kmbe5
22,Minneapolis,U.S. Bank,US,"Fri, 04 Nov 2016 17:07:58 GMT",false,"Minneapolis, MN","Minneapolis, MN",14 days ago,false,aba004387b92f355,Quantitative Data Analyst,44.978024,-93.26373,"indeed_clk(this,'4708');",data+analyst,Quantitative Data Analyst. Extensive hands-on data analysis experience with large data sets. Bank is seeking an accomplished Quantitative Data Analyst with...,U.S. Bank,false,MN,,http://www.indeed.com/viewjob?jk=aba004387b92f355&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-U4ZKYzYQWtpIspb4-hAHFWDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1v1l50kmbe5
23,New York,Harris Allied,US,"Thu, 10 Nov 2016 23:14:00 GMT",false,"New York, NY","New York, NY 10018",7 days ago,true,e5f849965edf9fc6,Quantitative Research/Data Analyst,40.75095,-73.987366,"indeed_clk(this,'4708');",data+analyst,"Join a top tier global Hedge Fund located in Manhattan as a *Quant Research/Data Analyst*. Very high profile- you will be the point person, interacting with...",Indeed,false,NY,,http://www.indeed.com/viewjob?jk=e5f849965edf9fc6&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-U4ZKYzYQWtpIspb4-hAHFWDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1v1l50kmbe5
24,,ECRI Institute,US,"Fri, 18 Nov 2016 20:08:29 GMT",false,Pennsylvania,Pennsylvania,2 hours ago,false,82bb715b0ec5dc70,Data Analyst,,,"indeed_clk(this,'4708');",data+analyst,"ECRI Institute is seeking part-time data analyst with experience in safety reporting systems and/or electronic health records, data reporting, data...",ECRI Institute,false,PA,,http://www.indeed.com/viewjob?jk=82bb715b0ec5dc70&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-U4ZKYzYQWtpIspb4-hAHFWDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1v1l50kmbe5
0,Boston,UnitedHealth Group,US,"Fri, 14 Oct 2016 00:13:21 GMT",false,"Boston, MA","Boston, MA",30+ days ago,false,0d55a94f67c9a857,"Healthcare Data - Sales Support Analyst - Boston, MA",42.357143,-71.05495,"indeed_clk(this,'5552');",data+analyst,"As a Data Analyst, you will thrive as you design and architect data warehouse solutions. Perform data analysis. Clinical healthcare data experience....",UnitedHealth Group,false,MA,,http://www.indeed.com/viewjob?jk=0d55a94f67c9a857&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
1,O'Fallon,"Trident Technologies, Inc.",US,"Fri, 18 Nov 2016 07:17:15 GMT",false,"O'Fallon, IL","O'Fallon, IL",15 hours ago,false,3c31b0c2977bd4e1,Data Analyst,38.59066,-89.90659,"indeed_clk(this,'5552');",data+analyst,The Data Analyst will work closely with the USTRANSCOM Corporate Data Office to coordinate and manage the integration of logical data models and data dictionary...,"Trident Technologies, Inc.",false,IL,,http://www.indeed.com/viewjob?jk=3c31b0c2977bd4e1&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
2,Philadelphia,Philadelphia Zoo,US,"Fri, 18 Nov 2016 06:44:40 GMT",false,"Philadelphia, PA","Philadelphia, PA",15 hours ago,false,8855a28d32d4a9a0,Data Analyst,39.95055,-75.15934,"indeed_clk(this,'5552');",data+analyst,"Monitor data files, data integrity and data security. The Data Analyst will also maintain the overall integrity of the zoo’s transactional and financial data....",Philadelphia Zoo,false,PA,,http://www.indeed.com/viewjob?jk=8855a28d32d4a9a0&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
3,New York,PlaceIQ,US,"Fri, 18 Nov 2016 06:35:52 GMT",false,"New York, NY","New York, NY",15 hours ago,false,48337bcb82cfbea5,Data Analyst,40.71154,-74.00549,"indeed_clk(this,'5552');",data+analyst,"As a Data Analyst at PlaceIQ, you will define, interpret and evaluate PlaceIQ Audience products and the data that powers them....",PlaceIQ,false,NY,,http://www.indeed.com/viewjob?jk=48337bcb82cfbea5&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
4,Houston,BP,US,"Wed, 31 Aug 2016 13:20:44 GMT",false,"Houston, TX","Houston, TX",30+ days ago,false,42f567a57f67cd07,Data Analyst,29.760988,-95.36264,"indeed_clk(this,'5552');",data+analyst,"The Data Analyst I is responsible for developing data-driven operational tools, and supporting data-systems, to improve performance within the business unit....",BP,false,TX,,http://www.indeed.com/viewjob?jk=42f567a57f67cd07&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
5,Stanford,Stanford University,US,"Thu, 10 Nov 2016 19:45:56 GMT",false,"Stanford, CA","Stanford, CA 94305",8 days ago,false,bf30058e98f168b9,Data Analyst 2,37.428974,-122.17601,"indeed_clk(this,'5552');",data+analyst,"The Data Analyst will help us analyze the outcomes of multiple, ongoing large-scale randomized controlled experiments and develop data processing pipelines to...",Stanford University,false,CA,,http://www.indeed.com/viewjob?jk=bf30058e98f168b9&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
6,Auburn,Heartland Payment Systems,US,"Fri, 18 Nov 2016 05:37:31 GMT",false,"Auburn, AL","Auburn, AL",16 hours ago,false,944942a5f3668cf2,Data Analyst,32.607143,-85.47802,"indeed_clk(this,'5552');",data+analyst,You will troubleshoot unexpected data anomalies by analyzing data flows and the information that is captured....,Heartland Payment Systems,false,AL,,http://www.indeed.com/viewjob?jk=944942a5f3668cf2&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
7,Albuquerque,University of New Mexico,US,"Fri, 18 Nov 2016 04:42:36 GMT",false,"Albuquerque, NM","Albuquerque, NM",17 hours ago,false,42d7811c59ab5635,Data Analyst,35.082417,-106.64835,"indeed_clk(this,'5552');",data+analyst,Experience in data management. The office of Undergraduate Medical Education in the School of Medicine is seeking a full time Data Analyst who will support our...,University of New Mexico,false,NM,,http://www.indeed.com/viewjob?jk=42d7811c59ab5635&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
8,New York,"iHeartMedia, Inc.",US,"Fri, 18 Nov 2016 03:50:59 GMT",false,"New York, NY","New York, NY",18 hours ago,false,42382a613576d94c,Data Analyst,40.71154,-74.00549,"indeed_clk(this,'5552');",data+analyst,2+ years data analysis experience. We are looking for an Analyst who truly loves data and is eager to be an expert in the latest and greatest analytics tools we...,"iHeartMedia, Inc.",false,NY,,http://www.indeed.com/viewjob?jk=42382a613576d94c&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
9,Hartford,Travelers,US,"Fri, 18 Nov 2016 03:50:20 GMT",false,"Hartford, CT","Hartford, CT 06120",18 hours ago,false,af6ed7ca4dd686b1,Data Analyst,41.796543,-72.66456,"indeed_clk(this,'5552');",data+analyst,Acts as data management representative on projects to review data requirements against data standards. Data analysis concepts)....,Travelers,false,CT,,http://www.indeed.com/viewjob?jk=af6ed7ca4dd686b1&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
10,Jacksonville,Family Care Partners,US,"Mon, 14 Nov 2016 18:30:47 GMT",false,"Jacksonville, FL","Jacksonville, FL",4 days ago,true,42dd9b2fd7e7091f,Health Information Systems/Data Analyst,30.32967,-81.65385,"indeed_clk(this,'5552');",data+analyst,Health Information Systems/Data Analyst. Familiar with clinical data and financial reporting a plus. Assist in reporting of data for clinic administrative...,Family Care Partners,false,FL,,http://www.indeed.com/viewjob?jk=42dd9b2fd7e7091f&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
11,Long Beach,Molina Healthcare,US,"Fri, 18 Nov 2016 01:47:06 GMT",false,"Long Beach, CA","Long Beach, CA 90802",20 hours ago,false,6ce8b9e4ca96d984,Data Analyst,33.765915,-118.185684,"indeed_clk(this,'5552');",data+analyst,Outstanding data and reconciling non-payables. Experience with data management and analysis preferred. 3-7 years’ experience as database analyst in the managed...,Molina Healthcare,false,CA,,http://www.indeed.com/viewjob?jk=6ce8b9e4ca96d984&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
12,Cedar Rapids,Linn Area Credit Union,US,"Fri, 18 Nov 2016 00:20:01 GMT",false,"Cedar Rapids, IA","Cedar Rapids, IA 52402",22 hours ago,true,db1807a7ea266412,Data Analyst,42.01923,-91.66483,"indeed_clk(this,'5552');",data+analyst,We are currently seeking a Data Analyst to join our Linn Area Team &amp; Family. This includes preparation of routine reports as well as special projects or...,Linn Area Credit Union,false,IA,,http://www.indeed.com/viewjob?jk=db1807a7ea266412&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
13,Irving,Mitsui Bussan Logistics Inc.,US,"Thu, 17 Nov 2016 21:32:48 GMT",false,"Irving, TX","Irving, TX 75063",1 day ago,true,d9d6e24e3cdb7895,Data Analyst,32.924347,-96.98833,"indeed_clk(this,'5552');",data+analyst,The Data Analyst position is responsible for delivering quality management reports and data to internal stakeholders. Experience in data trend analysis....,Indeed,false,TX,,http://www.indeed.com/viewjob?jk=d9d6e24e3cdb7895&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
14,West Des Moines,Freedom Mortgage Corporation,US,"Thu, 17 Nov 2016 21:19:28 GMT",false,"West Des Moines, IA","West Des Moines, IA",1 day ago,false,7c75ce1f9489d17c,Data Analyst,41.57143,-93.74176,"indeed_clk(this,'5552');",data+analyst,Proficiency with Microsoft Office tools with advanced skills in Excel and Access (or comparable data mining and modeling softwares)....,Freedom Mortgage Corporation,false,IA,,http://www.indeed.com/viewjob?jk=7c75ce1f9489d17c&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
15,Harrisburg,Hospital & Healthsystem Association of Pennsylvania,US,"Thu, 17 Nov 2016 20:44:35 GMT",false,"Harrisburg, PA","Harrisburg, PA",1 day ago,true,fb7328153b157659,Data Analyst,40.271976,-76.87912,"indeed_clk(this,'5552');",data+analyst,"Minimum two years’ experience in data analysis, data mining, or other disciplines in data science. The Hospital and Healthsystem Association of Pennsylvania is...",Indeed,false,PA,,http://www.indeed.com/viewjob?jk=fb7328153b157659&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
16,Chicago,ABIS Solutions,US,"Thu, 17 Nov 2016 20:40:34 GMT",false,"Chicago, IL","Chicago, IL",1 day ago,false,7d860829e20d7fb3,Data Analyst,41.8489,-87.64835,"indeed_clk(this,'5552');",data+analyst,The Data Analyst is responsible for supporting program leadership with data/information needs to set strategy and manage day-to-day operations....,ABIS Solutions,false,IL,,http://www.indeed.com/viewjob?jk=7d860829e20d7fb3&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
17,San Diego,CACI,US,"Sat, 29 Oct 2016 04:17:14 GMT",false,"San Diego, CA","San Diego, CA 92102",20 days ago,false,77010546aad92542,"Data Analyst in Coronado, CA",32.714287,-117.10989,"indeed_clk(this,'5552');",data+analyst,"Data Analyst , Coronado, CA. CACI has an immediate opening for a Data Analyst at our clients site in Coronado, CA....",CACI,false,CA,,http://www.indeed.com/viewjob?jk=77010546aad92542&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
18,Columbus,InComm,US,"Thu, 17 Nov 2016 17:23:58 GMT",false,"Columbus, GA","Columbus, GA 31904",1 day ago,false,15986e89e1db71ad,Data Analyst,32.524117,-84.96171,"indeed_clk(this,'5552');",data+analyst,Fraud Data Analyst:. Monitor data within periodic reports for any anomalies and report them to the Lead Data Analyst for resolution....,InComm,false,GA,,http://www.indeed.com/viewjob?jk=15986e89e1db71ad&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
19,San Leandro,ARYZTA,US,"Fri, 11 Nov 2016 23:01:34 GMT",false,"San Leandro, CA","San Leandro, CA",6 days ago,true,b8a4b843f8631d0b,Business Data Analyst (Finance),37.722527,-122.15385,"indeed_clk(this,'5552');",data+analyst,"Macros, lookups, data manipulation and graphing) skills. Business Objects /Business Intelligence expertise skills report building, data mining....",Indeed,false,CA,,http://www.indeed.com/viewjob?jk=b8a4b843f8631d0b&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
20,Bethesda,ICF,US,"Fri, 21 Oct 2016 23:59:35 GMT",false,"Bethesda, MD","Bethesda, MD",27 days ago,false,d755a8b726d64ed3,Data Analyst,38.978024,-77.0989,"indeed_clk(this,'5552');",data+analyst,"ICF is seeking an experienced Data Analyst with 7 – 10 years of experience to support the data management, analysis, and reporting activities of its NIH client...","ICF International, Inc",false,MD,,http://www.indeed.com/viewjob?jk=d755a8b726d64ed3&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
21,Lakeville,Midwest Veterinary Supply,US,"Thu, 17 Nov 2016 13:19:08 GMT",false,"Lakeville, MN","Lakeville, MN 55044",1 day ago,false,a84650e07506b729,Data Analyst,44.638744,-93.244415,"indeed_clk(this,'5552');",data+analyst,"Midwest Veterinary Supply is seeking a Data Analyst for our Lakeville, Minnesota corporate office. A minimum of two years work experience in business,...",Midwest Veterinary Supply,false,MN,,http://www.indeed.com/viewjob?jk=a84650e07506b729&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
22,Covina,"LERETA, LLC",US,"Thu, 17 Nov 2016 11:58:06 GMT",false,"Covina, CA","Covina, CA 91724",1 day ago,false,ac391986437dcbc4,Data Analyst,34.06942,-117.86126,"indeed_clk(this,'5552');",data+analyst,"Maintain Data Dictionary. Knowledge of Master Data Services (MDS) and Master Data Management (MDM). As a Data Analyst, you will be expected to help drive the...","LERETA, LLC",false,CA,,http://www.indeed.com/viewjob?jk=ac391986437dcbc4&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
23,Norfolk,CACI,US,"Fri, 28 Oct 2016 04:18:16 GMT",false,"Norfolk, VA","Norfolk, VA 23501",21 days ago,false,018ddccec6aa5b19,"Data Analyst in Virginia Beach, VA",36.89835,-76.2033,"indeed_clk(this,'5552');",data+analyst,"The Data Analyst will:. CACI has an immediate opening for a Data Analyst at our clients site in Virginia Beach, VA....",CACI,false,VA,,http://www.indeed.com/viewjob?jk=018ddccec6aa5b19&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
24,Milwaukee,Children's Hospital of Wisconsin,US,"Thu, 17 Nov 2016 02:02:26 GMT",false,"Milwaukee, WI","Milwaukee, WI",1 day ago,false,0ee5a8f0ae191e82,Data Analyst,43.03846,-87.9011,"indeed_clk(this,'5552');",data+analyst,"Responsibilities include providing consultation, data and data analysis to be used for decision making in an efficient and timely manner....",Children's Hospital of Wisconsin,false,WI,,http://www.indeed.com/viewjob?jk=0ee5a8f0ae191e82&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-Q3tXp2pdNxLW_1LMDwnkEmDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp1vs453skanr
0,Seattle,"PitchBook Data, Inc.",US,"Thu, 17 Nov 2016 02:33:05 GMT",false,"Seattle, WA","Seattle, WA 98101",1 day ago,false,f35e95b988b889f5,Data Analyst,47.6101,-122.3331,"indeed_clk(this,'6455');",data+analyst,"The Data Analyst role at PitchBook is highly visible; Be a whizz at Excel–using it to calculate, analyze and present data....","PitchBook Data, Inc.",false,WA,,http://www.indeed.com/viewjob?jk=f35e95b988b889f5&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-XDhkQLfe0kw_r9rIsSyVleDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp20oa53kvamg
1,Norwood,SumTotal Systems,US,"Thu, 17 Nov 2016 02:29:55 GMT",false,"Norwood, MA","Norwood, MA",1 day ago,false,0c5e5bb5bfdcc68c,Data Analyst,42.192307,-71.1978,"indeed_clk(this,'6455');",data+analyst,The Data Analyst role is responsible for gathering data and providing insights on usage patterns and product consumption trends within the Books business....,SumTotal Systems,false,MA,,http://www.indeed.com/viewjob?jk=0c5e5bb5bfdcc68c&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-XDhkQLfe0kw_r9rIsSyVleDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp20oa53kvamg
2,Norwood,Skillsoft,US,"Thu, 17 Nov 2016 02:17:35 GMT",false,"Norwood, MA","Norwood, MA",1 day ago,false,5737f6dc06af5d00,Data Analyst,42.192307,-71.1978,"indeed_clk(this,'6455');",data+analyst,The Data Analyst role is responsible for gathering data and providing insights on usage patterns and product consumption trends within the Books business....,Skillsoft,false,MA,,http://www.indeed.com/viewjob?jk=5737f6dc06af5d00&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-XDhkQLfe0kw_r9rIsSyVleDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp20oa53kvamg
3,El Segundo,"Guthy|Renker Fulfillment Services, LLC",US,"Thu, 17 Nov 2016 02:09:36 GMT",false,"El Segundo, CA","El Segundo, CA",1 day ago,false,ef8f3a6f28566585,Data Analyst,33.917583,-118.41209,"indeed_clk(this,'6455');",data+analyst,The Data Analyst position requires strong business skills with sound technical background relating to Data and Business Intelligence (BI) and Data Visualization...,"Guthy|Renker Fulfillment Services, LLC",false,CA,,http://www.indeed.com/viewjob?jk=ef8f3a6f28566585&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCWuXaN2PNuySeBCTf_y13-XDhkQLfe0kw_r9rIsSyVleDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1b1sp20oa53kvamg
